,limit_bal,marriage,age,l_education,sex,education_graduate school,education_high school,education_other,education_university,default_status,limit_cat,months_behind
12366,120000,1,31,3,0,0,0,0,1,1,1,2
12367,50000,2,42,0,0,1,0,0,0,0,0,2
12368,130000,1,41,1,1,0,1,0,0,0,1,0
12369,110000,2,32,1,1,0,1,0,0,0,1,0
12370,80000,2,28,0,1,1,0,0,0,0,0,0
12371,500000,2,32,3,1,0,0,0,1,0,2,0
12372,180000,1,46,3,1,0,0,0,1,0,1,0
12373,120000,1,58,1,1,0,1,0,0,1,1,0
12374,20000,1,23,3,1,0,0,0,1,0,0,0
12375,370000,2,30,3,0,0,0,0,1,1,2,0
12376,50000,2,22,3,0,0,0,0,1,0,0,0
12377,150000,1,51,0,0,1,0,0,0,0,1,0
12378,80000,2,29,0,0,1,0,0,0,1,0,0
12379,460000,2,28,0,1,1,0,0,0,0,2,0
12380,50000,1,53,1,0,0,1,0,0,1,0,2
12381,80000,2,25,3,1,0,0,0,1,0,0,0
12382,260000,1,35,0,1,1,0,0,0,0,2,0
12383,320000,2,32,0,0,1,0,0,0,0,2,0
12384,50000,2,46,3,1,0,0,0,1,0,0,0
12385,360000,1,55,0,1,1,0,0,0,0,2,0
12386,50000,2,50,3,1,0,0,0,1,0,0,0
12387,150000,1,30,3,0,0,0,0,1,0,1,0
12388,70000,1,32,3,1,0,0,0,1,0,0,0
12389,150000,2,27,0,1,1,0,0,0,0,1,0
12390,50000,2,42,3,0,0,0,0,1,0,0,0
12391,90000,2,23,3,1,0,0,0,1,0,1,0
12392,100000,1,30,3,0,0,0,0,1,1,1,0
12393,440000,2,34,0,1,1,0,0,0,0,2,0
12394,250000,2,35,0,0,1,0,0,0,0,2,0
12395,10000,1,55,1,1,0,1,0,0,1,0,4
12396,80000,1,37,3,1,0,0,0,1,0,0,2
12397,220000,1,54,0,1,1,0,0,0,0,2,0
12398,40000,2,25,0,0,1,0,0,0,1,0,0
12399,150000,2,28,3,0,0,0,0,1,0,1,0
12400,20000,2,35,3,0,0,0,0,1,1,0,2
12401,240000,1,41,3,1,0,0,0,1,1,2,0
12402,200000,2,29,0,0,1,0,0,0,0,1,0
12403,50000,2,23,0,1,1,0,0,0,0,0,0
12404,180000,1,41,3,1,0,0,0,1,0,1,0
12405,50000,1,25,3,0,0,0,0,1,1,0,2
12406,20000,2,31,0,0,1,0,0,0,0,0,0
12407,210000,1,39,0,1,1,0,0,0,0,2,0
12408,500000,1,43,0,0,1,0,0,0,0,2,0
12409,240000,2,30,0,1,1,0,0,0,1,2,0
12410,30000,1,36,3,0,0,0,0,1,0,0,3
12411,190000,1,42,0,0,1,0,0,0,0,1,0
12412,10000,2,45,3,0,0,0,0,1,0,0,0
12413,360000,2,34,3,0,0,0,0,1,0,2,0
12414,80000,1,39,3,1,0,0,0,1,0,0,0
12415,60000,1,40,3,0,0,0,0,1,1,0,0
12416,100000,1,45,1,1,0,1,0,0,0,1,0
12417,100000,2,28,0,1,1,0,0,0,0,1,0
12418,10000,1,46,1,0,0,1,0,0,0,0,0
12419,180000,2,24,3,0,0,0,0,1,0,1,0
12420,280000,1,39,3,1,0,0,0,1,1,2,2
12421,50000,2,37,3,1,0,0,0,1,0,0,0
12422,380000,1,55,0,0,1,0,0,0,0,2,0
12423,50000,1,42,3,1,0,0,0,1,0,0,0
12424,150000,2,35,0,0,1,0,0,0,0,1,0
12425,210000,2,35,0,1,1,0,0,0,0,2,0
12426,30000,2,36,0,0,1,0,0,0,1,0,0
12427,70000,2,43,1,1,0,1,0,0,1,0,0
12428,80000,2,28,3,0,0,0,0,1,1,0,0
12429,50000,1,44,3,1,0,0,0,1,0,0,0
12430,480000,1,35,3,1,0,0,0,1,0,2,0
12431,500000,1,38,3,1,0,0,0,1,0,2,0
12432,170000,2,26,0,1,1,0,0,0,0,1,0
12433,330000,2,29,0,1,1,0,0,0,0,2,0
12434,30000,1,37,3,0,0,0,0,1,0,0,2
12435,120000,1,36,3,1,0,0,0,1,0,1,0
12436,80000,2,25,0,1,1,0,0,0,0,0,0
12437,160000,1,31,3,0,0,0,0,1,0,1,0
12438,110000,1,30,3,0,0,0,0,1,1,1,0
12439,20000,1,36,3,1,0,0,0,1,1,0,0
12440,140000,1,49,0,0,1,0,0,0,1,1,0
12441,50000,2,30,0,0,1,0,0,0,0,0,2
12442,20000,2,22,3,1,0,0,0,1,1,0,0
12443,200000,2,29,3,1,0,0,0,1,1,1,0
12444,320000,1,50,3,1,0,0,0,1,0,2,0
12445,400000,1,42,1,1,0,1,0,0,0,2,0
12446,250000,2,35,3,1,0,0,0,1,0,2,0
12447,550000,2,34,0,1,1,0,0,0,1,2,0
12448,300000,1,38,0,0,1,0,0,0,0,2,0
12449,50000,1,34,3,1,0,0,0,1,0,0,0
12450,160000,1,34,0,1,1,0,0,0,0,1,0
12451,80000,2,25,0,0,1,0,0,0,0,0,0
12452,280000,2,38,1,0,0,1,0,0,0,2,0
12453,500000,2,35,1,1,0,1,0,0,1,2,0
12454,340000,1,39,3,1,0,0,0,1,0,2,0
12455,160000,1,42,3,1,0,0,0,1,0,1,0
12456,120000,2,26,0,1,1,0,0,0,0,1,0
12457,150000,2,28,0,0,1,0,0,0,0,1,0
12458,110000,2,34,0,0,1,0,0,0,0,1,0
12459,120000,2,28,3,1,0,0,0,1,1,1,0
12460,110000,2,36,0,1,1,0,0,0,0,1,0
12461,320000,1,36,3,1,0,0,0,1,0,2,0
12462,50000,1,42,1,0,0,1,0,0,0,0,0
12463,50000,1,38,3,1,0,0,0,1,0,0,0
12464,90000,2,23,3,1,0,0,0,1,0,1,3
12465,270000,1,40,0,1,1,0,0,0,0,2,0
12466,50000,1,25,3,1,0,0,0,1,0,0,0
12467,50000,1,47,3,0,0,0,0,1,0,0,0
12468,360000,1,28,3,1,0,0,0,1,0,2,0
12469,120000,1,26,3,1,0,0,0,1,0,1,0
12470,290000,2,37,1,1,0,1,0,0,0,2,0
12471,200000,1,36,1,0,0,1,0,0,0,1,0
12472,110000,2,25,3,1,0,0,0,1,1,1,0
12473,50000,2,39,3,0,0,0,0,1,0,0,0
12474,150000,1,42,0,0,1,0,0,0,0,1,0
12475,280000,2,32,0,1,1,0,0,0,0,2,0
12476,310000,2,29,0,1,1,0,0,0,0,2,0
12477,450000,2,32,3,0,0,0,0,1,0,2,0
12478,40000,2,23,3,1,0,0,0,1,1,0,0
12479,50000,2,38,3,1,0,0,0,1,0,0,0
12480,290000,2,35,3,0,0,0,0,1,0,2,0
12481,60000,1,39,1,0,0,1,0,0,0,0,0
12482,20000,1,47,1,0,0,1,0,0,1,0,2
12483,80000,1,27,3,1,0,0,0,1,0,0,0
12484,100000,1,36,3,0,0,0,0,1,0,1,3
12485,50000,1,37,0,0,1,0,0,0,1,0,0
12486,250000,1,36,3,1,0,0,0,1,0,2,0
12487,210000,2,34,0,1,1,0,0,0,1,2,0
12488,280000,2,35,0,1,1,0,0,0,0,2,0
12489,110000,2,35,3,1,0,0,0,1,0,1,0
12490,60000,2,36,3,0,0,0,0,1,0,0,0
12491,200000,1,40,0,0,1,0,0,0,0,1,0
12492,30000,2,35,3,0,0,0,0,1,0,0,0
12493,80000,2,26,0,0,1,0,0,0,0,0,0
12494,50000,2,39,3,0,0,0,0,1,0,0,0
12495,160000,1,39,0,1,1,0,0,0,0,1,0
12496,130000,2,26,3,1,0,0,0,1,1,1,0
12497,230000,2,35,3,1,0,0,0,1,0,2,0
12498,260000,1,35,3,1,0,0,0,1,0,2,0
12499,200000,1,54,3,0,0,0,0,1,0,1,0
12500,420000,1,32,0,0,1,0,0,0,1,2,0
12501,100000,2,22,0,1,1,0,0,0,1,1,0
12502,100000,2,25,0,1,1,0,0,0,0,1,0
12503,390000,2,34,0,0,1,0,0,0,0,2,0
12504,80000,2,28,3,1,0,0,0,1,0,0,0
12505,50000,1,45,1,0,0,1,0,0,0,0,0
12506,90000,2,38,1,1,0,1,0,0,1,1,0
12507,240000,1,56,3,1,0,0,0,1,0,2,2
12508,50000,1,47,1,1,0,1,0,0,0,0,0
12509,30000,2,21,3,1,0,0,0,1,0,0,0
12510,200000,1,39,3,1,0,0,0,1,0,1,0
12511,320000,2,40,1,1,0,1,0,0,1,2,0
12512,90000,2,35,3,0,0,0,0,1,0,1,0
12513,20000,1,23,1,1,0,1,0,0,1,0,0
12514,80000,2,23,0,1,1,0,0,0,0,0,0
12515,380000,1,36,3,1,0,0,0,1,0,2,0
12516,300000,2,37,0,1,1,0,0,0,0,2,0
12517,110000,2,51,3,0,0,0,0,1,0,1,0
12518,100000,1,29,3,1,0,0,0,1,0,1,0
12519,250000,1,39,0,1,1,0,0,0,0,2,0
12520,250000,2,33,0,0,1,0,0,0,0,2,0
12521,220000,2,30,0,0,1,0,0,0,0,2,0
12522,20000,2,27,0,1,1,0,0,0,1,0,2
12523,240000,1,34,2,1,0,0,1,0,0,2,0
12524,210000,1,40,0,0,1,0,0,0,0,2,2
12525,200000,2,26,3,1,0,0,0,1,0,1,0
12526,120000,2,25,3,1,0,0,0,1,1,1,0
12527,140000,2,26,1,0,0,1,0,0,0,1,0
12528,30000,2,24,0,0,1,0,0,0,0,0,0
12529,50000,1,52,1,1,0,1,0,0,0,0,0
12530,240000,2,28,0,1,1,0,0,0,0,2,0
12531,200000,1,46,3,1,0,0,0,1,0,1,0
12532,490000,1,57,0,0,1,0,0,0,0,2,0
12533,60000,2,36,0,1,1,0,0,0,1,0,0
12534,300000,1,37,3,0,0,0,0,1,0,2,0
12535,310000,2,36,0,1,1,0,0,0,0,2,0
12536,360000,1,43,3,0,0,0,0,1,0,2,0
12537,60000,2,23,3,1,0,0,0,1,1,0,0
12538,120000,2,27,0,1,1,0,0,0,0,1,0
12539,210000,2,26,3,0,0,0,0,1,0,2,0
12540,50000,1,38,3,0,0,0,0,1,0,0,0
12541,510000,1,34,2,1,0,0,1,0,0,2,0
12542,10000,2,24,0,1,1,0,0,0,0,0,0
12543,250000,2,36,0,1,1,0,0,0,0,2,0
12544,210000,2,26,0,1,1,0,0,0,0,2,0
12545,160000,2,46,2,0,0,0,1,0,0,1,0
12546,80000,2,24,3,1,0,0,0,1,0,0,0
12547,230000,2,28,0,0,1,0,0,0,0,2,0
12548,30000,1,53,3,1,0,0,0,1,1,0,0
12549,50000,1,29,3,1,0,0,0,1,1,0,0
12550,190000,2,28,0,1,1,0,0,0,1,1,2
12551,130000,1,46,3,1,0,0,0,1,0,1,0
12552,140000,1,46,1,1,0,1,0,0,0,1,0
12553,110000,2,29,3,0,0,0,0,1,0,1,0
12554,20000,2,21,3,0,0,0,0,1,0,0,0
12555,250000,1,32,0,1,1,0,0,0,0,2,0
12556,360000,1,35,3,1,0,0,0,1,1,2,0
12557,30000,2,21,0,1,1,0,0,0,0,0,0
12558,50000,2,54,1,0,0,1,0,0,0,0,0
12559,100000,1,29,3,1,0,0,0,1,0,1,0
12560,150000,2,33,2,1,0,0,1,0,0,1,0
12561,150000,2,30,0,1,1,0,0,0,0,1,0
12562,200000,1,41,0,1,1,0,0,0,0,1,0
12563,20000,2,40,0,0,1,0,0,0,0,0,0
12564,310000,1,37,3,1,0,0,0,1,0,2,0
12565,100000,2,26,0,1,1,0,0,0,0,1,2
12566,50000,2,32,3,1,0,0,0,1,1,0,2
12567,130000,2,24,3,1,0,0,0,1,0,1,0
12568,100000,3,47,1,1,0,1,0,0,0,1,0
12569,280000,2,28,0,0,1,0,0,0,0,2,0
12570,200000,1,37,0,0,1,0,0,0,0,1,0
12571,90000,1,34,0,0,1,0,0,0,1,1,0
12572,150000,1,41,3,1,0,0,0,1,0,1,0
12573,20000,2,42,3,1,0,0,0,1,1,0,2
12574,360000,2,30,0,1,1,0,0,0,0,2,0
12575,40000,1,28,3,1,0,0,0,1,1,0,0
12576,240000,1,55,3,1,0,0,0,1,0,2,0
12577,500000,1,36,0,1,1,0,0,0,0,2,0
12578,20000,2,39,3,1,0,0,0,1,1,0,0
12579,140000,2,44,3,0,0,0,0,1,1,1,0
12580,100000,2,27,3,0,0,0,0,1,0,1,0
12581,120000,2,32,0,1,1,0,0,0,0,1,0
12582,100000,1,44,3,1,0,0,0,1,0,1,0
12583,140000,2,33,3,1,0,0,0,1,0,1,0
12584,210000,2,27,0,1,1,0,0,0,0,2,0
12585,500000,2,35,0,1,1,0,0,0,1,2,0
12586,110000,2,27,0,1,1,0,0,0,0,1,0
12587,340000,2,30,0,1,1,0,0,0,0,2,0
12588,330000,2,27,0,1,1,0,0,0,1,2,2
12589,50000,2,34,3,1,0,0,0,1,0,0,0
12590,10000,1,39,0,1,1,0,0,0,1,0,0
12591,70000,1,42,1,0,0,1,0,0,0,0,2
12592,450000,1,37,3,1,0,0,0,1,1,2,0
12593,30000,1,33,3,1,0,0,0,1,0,0,0
12594,150000,2,32,3,1,0,0,0,1,0,1,2
12595,230000,1,37,3,1,0,0,0,1,1,2,0
12596,30000,1,47,1,1,0,1,0,0,1,0,2
12597,30000,2,30,0,0,1,0,0,0,0,0,0
12598,20000,2,45,1,0,0,1,0,0,1,0,2
12599,70000,3,51,1,1,0,1,0,0,0,0,0
12600,50000,1,45,3,1,0,0,0,1,0,0,0
12601,360000,1,46,0,1,1,0,0,0,0,2,0
12602,400000,2,29,0,1,1,0,0,0,0,2,0
12603,130000,1,36,1,1,0,1,0,0,0,1,0
12604,130000,2,27,0,0,1,0,0,0,0,1,0
12605,340000,1,40,0,1,1,0,0,0,0,2,0
12606,270000,1,40,3,1,0,0,0,1,1,2,0
12607,60000,2,38,3,1,0,0,0,1,1,0,0
12608,130000,2,31,3,1,0,0,0,1,0,1,0
12609,10000,2,22,1,0,0,1,0,0,0,0,0
12610,160000,2,33,0,1,1,0,0,0,1,1,2
12611,270000,1,33,0,1,1,0,0,0,0,2,0
12612,80000,1,30,3,0,0,0,0,1,1,0,2
12613,340000,1,39,0,1,1,0,0,0,0,2,0
12614,360000,1,52,0,0,1,0,0,0,0,2,0
12615,240000,2,43,0,0,1,0,0,0,0,2,0
12616,50000,2,26,3,1,0,0,0,1,0,0,0
12617,50000,1,23,1,0,0,1,0,0,0,0,0
12618,180000,1,28,3,1,0,0,0,1,0,1,0
12619,370000,1,31,0,1,1,0,0,0,0,2,0
12620,60000,2,27,3,0,0,0,0,1,1,0,2
12621,50000,2,25,3,0,0,0,0,1,0,0,0
12622,50000,1,52,1,0,0,1,0,0,0,0,0
12623,130000,2,29,0,1,1,0,0,0,0,1,0
12624,500000,1,49,0,1,1,0,0,0,0,2,0
12625,300000,2,27,0,0,1,0,0,0,0,2,0
12626,120000,2,25,3,1,0,0,0,1,0,1,0
12627,110000,1,25,3,1,0,0,0,1,0,1,0
12628,220000,2,30,1,0,0,1,0,0,0,2,0
12629,140000,2,26,3,1,0,0,0,1,0,1,0
12630,30000,2,24,3,1,0,0,0,1,0,0,0
12631,200000,2,35,3,1,0,0,0,1,0,1,0
12632,350000,1,33,0,1,1,0,0,0,0,2,0
12633,150000,2,42,3,0,0,0,0,1,0,1,0
12634,20000,2,24,3,0,0,0,0,1,1,0,4
12635,200000,1,56,0,1,1,0,0,0,0,1,0
12636,20000,2,24,3,0,0,0,0,1,0,0,4
12637,320000,1,35,0,0,1,0,0,0,0,2,0
12638,100000,2,29,0,1,1,0,0,0,0,1,0
12639,280000,2,28,0,1,1,0,0,0,1,2,0
12640,50000,1,47,0,0,1,0,0,0,0,0,0
12641,20000,2,23,0,0,1,0,0,0,0,0,0
12642,160000,2,33,0,1,1,0,0,0,0,1,0
12643,60000,2,23,1,0,0,1,0,0,0,0,0
12644,150000,1,49,1,0,0,1,0,0,0,1,0
12645,460000,2,34,0,0,1,0,0,0,0,2,0
12646,500000,2,51,1,0,0,1,0,0,0,2,0
12647,320000,1,34,3,0,0,0,0,1,0,2,0
12648,200000,2,29,0,1,1,0,0,0,1,1,0
12649,430000,1,28,3,1,0,0,0,1,0,2,0
12650,150000,1,58,3,0,0,0,0,1,0,1,0
12651,100000,2,28,3,1,0,0,0,1,0,1,0
12652,30000,2,30,0,0,1,0,0,0,0,0,0
12653,260000,1,31,1,1,0,1,0,0,0,2,0
12654,40000,2,24,0,1,1,0,0,0,1,0,0
12655,290000,2,34,3,0,0,0,0,1,1,2,0
12656,140000,2,27,0,0,1,0,0,0,0,1,0
12657,60000,2,22,3,1,0,0,0,1,1,0,0
12658,210000,2,41,0,0,1,0,0,0,0,2,0
12659,170000,2,28,0,1,1,0,0,0,0,1,0
12660,370000,1,37,1,1,0,1,0,0,1,2,0
12661,30000,2,23,0,0,1,0,0,0,0,0,0
12662,360000,1,32,0,1,1,0,0,0,0,2,0
12663,290000,2,43,3,0,0,0,0,1,0,2,0
12664,50000,1,36,1,1,0,1,0,0,0,0,0
12665,210000,1,27,1,1,0,1,0,0,0,2,0
12666,170000,1,31,1,0,0,1,0,0,0,1,0
12667,360000,1,40,0,0,1,0,0,0,0,2,0
12668,90000,2,25,0,1,1,0,0,0,0,1,0
12669,210000,1,44,1,0,0,1,0,0,1,2,0
12670,160000,1,50,3,1,0,0,0,1,0,1,0
12671,30000,2,22,3,1,0,0,0,1,0,0,0
12672,80000,2,23,3,0,0,0,0,1,0,0,0
12673,250000,1,36,3,1,0,0,0,1,0,2,0
12674,60000,2,27,0,1,1,0,0,0,0,0,0
12675,130000,2,30,0,0,1,0,0,0,0,1,2
12676,180000,2,30,0,0,1,0,0,0,0,1,0
12677,200000,2,27,0,0,1,0,0,0,0,1,0
12678,210000,1,28,0,0,1,0,0,0,0,2,0
12679,240000,2,30,0,1,1,0,0,0,0,2,0
12680,460000,2,46,3,1,0,0,0,1,0,2,0
12681,400000,1,38,0,1,1,0,0,0,0,2,0
12682,20000,2,25,1,0,0,1,0,0,0,0,0
12683,60000,1,37,3,1,0,0,0,1,0,0,0
12684,110000,2,34,3,1,0,0,0,1,0,1,0
12685,80000,2,26,1,1,0,1,0,0,1,0,0
12686,50000,2,30,0,0,1,0,0,0,0,0,0
12687,360000,2,28,0,1,1,0,0,0,0,2,0
12688,70000,1,24,3,0,0,0,0,1,0,0,0
12689,20000,2,22,3,1,0,0,0,1,0,0,2
12690,200000,1,50,1,1,0,1,0,0,0,1,0
12691,90000,1,46,1,1,0,1,0,0,0,1,0
12692,30000,1,36,0,0,1,0,0,0,0,0,2
12693,260000,1,44,0,1,1,0,0,0,1,2,0
12694,50000,1,34,3,1,0,0,0,1,1,0,0
12695,30000,1,25,3,1,0,0,0,1,0,0,0
12696,20000,1,33,1,1,0,1,0,0,0,0,0
12697,30000,1,33,3,0,0,0,0,1,1,0,0
12698,290000,3,29,0,1,1,0,0,0,1,2,0
12699,50000,2,26,0,0,1,0,0,0,1,0,0
12700,60000,2,31,0,1,1,0,0,0,0,0,2
12701,200000,2,34,0,0,1,0,0,0,1,1,2
12702,50000,1,48,1,0,0,1,0,0,0,0,0
12703,190000,2,29,0,1,1,0,0,0,0,1,0
12704,70000,1,38,3,1,0,0,0,1,0,0,2
12705,300000,2,31,0,0,1,0,0,0,0,2,0
12706,400000,2,27,0,0,1,0,0,0,0,2,2
12707,200000,1,46,0,1,1,0,0,0,1,1,0
12708,560000,1,43,3,0,0,0,0,1,0,2,0
12709,150000,1,37,3,1,0,0,0,1,0,1,0
12710,300000,1,36,0,1,1,0,0,0,0,2,0
12711,80000,1,24,3,1,0,0,0,1,0,0,2
12712,150000,1,52,0,1,1,0,0,0,1,1,0
12713,20000,1,29,3,1,0,0,0,1,0,0,0
12714,50000,1,27,3,1,0,0,0,1,0,0,0
12715,150000,2,23,3,1,0,0,0,1,0,1,0
12716,140000,1,34,0,1,1,0,0,0,0,1,0
12717,500000,1,52,0,1,1,0,0,0,0,2,0
12718,90000,2,29,3,1,0,0,0,1,0,1,0
12719,30000,2,28,3,0,0,0,0,1,1,0,0
12720,50000,2,50,1,1,0,1,0,0,1,0,0
12721,280000,2,32,3,1,0,0,0,1,0,2,0
12722,390000,2,26,0,0,1,0,0,0,1,2,0
12723,100000,2,27,3,1,0,0,0,1,1,1,3
12724,200000,2,33,0,0,1,0,0,0,1,1,0
12725,230000,2,41,3,1,0,0,0,1,0,2,0
12726,20000,1,48,3,1,0,0,0,1,0,0,2
12727,180000,2,40,0,0,1,0,0,0,0,1,0
12728,10000,2,23,3,0,0,0,0,1,0,0,0
12729,327680,2,42,1,0,0,1,0,0,1,2,0
12730,100000,1,42,3,1,0,0,0,1,1,1,0
12731,80000,1,41,3,1,0,0,0,1,0,0,0
12732,250000,1,37,0,1,1,0,0,0,0,2,0
12733,440000,2,34,0,1,1,0,0,0,0,2,0
12734,140000,2,24,0,1,1,0,0,0,0,1,0
12735,20000,2,50,3,1,0,0,0,1,0,0,0
12736,50000,1,29,3,1,0,0,0,1,0,0,0
12737,30000,1,29,3,1,0,0,0,1,0,0,0
12738,210000,1,34,3,1,0,0,0,1,0,2,0
12739,20000,2,28,3,0,0,0,0,1,0,0,2
12740,150000,1,24,1,1,0,1,0,0,1,1,0
12741,50000,2,23,0,0,1,0,0,0,0,0,0
12742,210000,1,47,3,1,0,0,0,1,0,2,0
12743,250000,1,49,1,1,0,1,0,0,1,2,0
12744,130000,2,37,0,0,1,0,0,0,0,1,0
12745,290000,1,38,0,0,1,0,0,0,1,2,0
12746,150000,2,29,3,1,0,0,0,1,0,1,0
12747,80000,2,28,1,1,0,1,0,0,0,0,0
12748,50000,1,39,3,0,0,0,0,1,0,0,0
12749,240000,1,49,3,0,0,0,0,1,0,2,0
12750,90000,2,27,3,0,0,0,0,1,0,1,2
12751,220000,2,38,0,0,1,0,0,0,0,2,0
12752,170000,2,33,3,0,0,0,0,1,0,1,0
12753,70000,2,26,0,0,1,0,0,0,0,0,0
12754,160000,2,53,0,0,1,0,0,0,1,1,0
12755,250000,2,29,0,1,1,0,0,0,0,2,0
12756,70000,1,42,0,0,1,0,0,0,1,0,0
12757,90000,2,27,3,1,0,0,0,1,1,1,0
12758,50000,1,23,3,1,0,0,0,1,0,0,0
12759,150000,2,30,0,1,1,0,0,0,1,1,0
12760,20000,1,21,3,1,0,0,0,1,1,0,0
12761,20000,2,23,0,1,1,0,0,0,0,0,0
12762,50000,1,29,2,1,0,0,1,0,0,0,0
12763,200000,1,31,0,0,1,0,0,0,0,1,0
12764,200000,2,25,1,1,0,1,0,0,0,1,0
12765,120000,2,52,3,1,0,0,0,1,0,1,0
12766,270000,1,37,1,1,0,1,0,0,1,2,0
12767,300000,2,31,0,1,1,0,0,0,0,2,0
12768,400000,2,29,3,0,0,0,0,1,1,2,0
12769,120000,1,24,1,0,0,1,0,0,0,1,0
12770,130000,2,25,3,0,0,0,0,1,0,1,0
12771,150000,1,30,3,0,0,0,0,1,0,1,0
12772,200000,2,40,0,1,1,0,0,0,1,1,0
12773,130000,1,49,3,0,0,0,0,1,0,1,0
12774,120000,2,27,0,1,1,0,0,0,0,1,0
12775,230000,2,32,3,1,0,0,0,1,0,2,0
12776,50000,2,26,0,0,1,0,0,0,0,0,0
12777,10000,1,49,1,1,0,1,0,0,1,0,2
12778,360000,2,28,0,0,1,0,0,0,0,2,0
12779,140000,2,24,0,1,1,0,0,0,0,1,0
12780,50000,2,25,3,1,0,0,0,1,1,0,0
12781,120000,1,44,3,1,0,0,0,1,0,1,0
12782,500000,1,56,0,0,1,0,0,0,0,2,0
12783,500000,2,33,0,0,1,0,0,0,0,2,0
12784,10000,2,25,3,0,0,0,0,1,0,0,0
12785,160000,1,39,1,1,0,1,0,0,0,1,0
12786,60000,2,31,3,1,0,0,0,1,0,0,0
12787,60000,1,40,3,1,0,0,0,1,0,0,0
12788,160000,2,40,3,1,0,0,0,1,0,1,0
12789,500000,2,40,0,1,1,0,0,0,0,2,0
12790,360000,1,41,0,1,1,0,0,0,0,2,0
12791,10000,2,27,3,0,0,0,0,1,1,0,2
12792,30000,1,44,1,1,0,1,0,0,1,0,0
12793,60000,2,26,3,1,0,0,0,1,0,0,0
12794,80000,1,44,3,1,0,0,0,1,0,0,0
12795,410000,1,37,3,0,0,0,0,1,0,2,0
12796,70000,1,27,3,1,0,0,0,1,1,0,0
12797,60000,2,47,1,1,0,1,0,0,1,0,0
12798,80000,1,41,3,0,0,0,0,1,0,0,0
12799,30000,2,38,1,0,0,1,0,0,0,0,0
12800,110000,1,49,1,1,0,1,0,0,0,1,0
12801,150000,1,30,3,1,0,0,0,1,1,1,0
12802,30000,1,38,3,1,0,0,0,1,0,0,2
12803,150000,1,38,1,0,0,1,0,0,0,1,0
12804,50000,1,55,1,0,0,1,0,0,0,0,2
12805,40000,3,41,3,0,0,0,0,1,0,0,0
12806,70000,2,23,3,1,0,0,0,1,0,0,0
12807,100000,1,46,0,0,1,0,0,0,1,1,0
12808,10000,2,22,1,1,0,1,0,0,0,0,0
12809,60000,2,29,1,0,0,1,0,0,0,0,0
12810,100000,2,27,0,0,1,0,0,0,1,1,0
12811,50000,2,29,3,1,0,0,0,1,0,0,0
12812,10000,1,30,3,0,0,0,0,1,1,0,0
12813,50000,1,54,0,1,1,0,0,0,1,0,0
12814,10000,2,36,1,1,0,1,0,0,0,0,0
12815,80000,2,36,3,0,0,0,0,1,0,0,0
12816,50000,2,47,3,0,0,0,0,1,0,0,0
12817,470000,2,27,0,0,1,0,0,0,0,2,0
12818,530000,2,39,3,1,0,0,0,1,0,2,0
12819,200000,1,34,0,1,1,0,0,0,1,1,0
12820,20000,2,23,0,0,1,0,0,0,0,0,0
12821,80000,2,24,1,1,0,1,0,0,0,0,0
12822,150000,2,38,3,1,0,0,0,1,0,1,0
12823,30000,1,41,3,1,0,0,0,1,1,0,0
12824,170000,1,37,2,1,0,0,1,0,0,1,0
12825,230000,1,30,1,1,0,1,0,0,0,2,0
12826,170000,1,37,3,1,0,0,0,1,1,1,2
12827,290000,1,47,1,0,0,1,0,0,0,2,0
12828,170000,2,27,3,1,0,0,0,1,0,1,0
12829,200000,2,26,0,1,1,0,0,0,0,1,0
12830,80000,1,55,1,0,0,1,0,0,0,0,0
12831,340000,2,32,3,1,0,0,0,1,1,2,0
12832,110000,2,28,0,1,1,0,0,0,0,1,0
12833,10000,2,36,3,0,0,0,0,1,0,0,0
12834,80000,2,27,3,1,0,0,0,1,0,0,0
12835,60000,3,28,3,1,0,0,0,1,0,0,0
12836,340000,2,27,3,1,0,0,0,1,0,2,0
12837,20000,1,54,0,0,1,0,0,0,0,0,0
12838,500000,1,49,3,0,0,0,0,1,0,2,0
12839,250000,1,53,0,1,1,0,0,0,0,2,0
12840,50000,2,24,3,1,0,0,0,1,0,0,0
12841,100000,3,48,0,0,1,0,0,0,1,1,0
12842,280000,2,31,0,0,1,0,0,0,1,2,0
12843,500000,1,41,0,0,1,0,0,0,0,2,0
12844,20000,2,24,3,0,0,0,0,1,0,0,0
12845,140000,2,24,3,1,0,0,0,1,0,1,0
12846,250000,2,30,3,1,0,0,0,1,0,2,0
12847,50000,2,27,0,0,1,0,0,0,0,0,0
12848,70000,1,33,3,1,0,0,0,1,1,0,0
12849,230000,1,27,3,1,0,0,0,1,0,2,0
12850,500000,2,31,1,0,0,1,0,0,0,2,0
12851,280000,1,40,0,1,1,0,0,0,0,2,0
12852,160000,1,40,3,1,0,0,0,1,0,1,0
12853,50000,1,32,3,1,0,0,0,1,0,0,0
12854,500000,1,38,0,1,1,0,0,0,0,2,0
12855,290000,2,24,3,1,0,0,0,1,0,2,0
12856,100000,2,29,1,0,0,1,0,0,0,1,0
12857,480000,1,61,0,0,1,0,0,0,0,2,0
12858,110000,2,33,1,1,0,1,0,0,0,1,0
12859,350000,2,24,0,1,1,0,0,0,1,2,0
12860,70000,3,34,3,0,0,0,0,1,0,0,0
12861,290000,1,38,3,0,0,0,0,1,0,2,0
12862,210000,2,34,3,1,0,0,0,1,0,2,0
12863,240000,1,38,0,0,1,0,0,0,0,2,0
